"REF_DATE","GEO","DGUID","Type of grain","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-01","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","1061007","","","","0"
"2021-02","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","822441","","","","0"
"2021-03","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","959227","","","","0"
"2021-04","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","823329","","","","0"
"2021-05","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","556882","","","","0"
"2021-06","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","1075806","","","","0"
"2021-07","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","597836","","","","0"
"2021-08","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","520924","","","","0"
"2021-09","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","770355","","","","0"
"2021-10","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","544139","","","","0"
"2021-11","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","478157","","","","0"
"2021-12","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","534393","","","","0"
"2022-01","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","478910","","","","0"
"2022-02","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","617180","","","","0"
"2022-03","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","698337","","","","0"
"2022-04","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","431812","","","","0"
"2022-05","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","249981","","","","0"
"2022-06","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","554265","","","","0"
"2022-07","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","462812","","","","0"
"2022-08","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","766802","","","","0"
"2022-09","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","1241683","","","","0"
"2022-10","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","906683","","","","0"
"2022-11","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","1144225","","","","0"
"2022-12","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","809201","","","","0"
"2023-01","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","910786","","","","0"
"2023-02","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","851045","","","","0"
"2023-03","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","1185201","","","","0"
"2023-04","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","473751","","","","0"
"2023-05","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","490711","","","","0"
"2023-06","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","902617","","","","0"
"2023-07","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","654997","","","","0"
"2023-08","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","887910","","","","0"
"2023-09","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","1077965","","","","0"
"2023-10","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","873165","","","","0"
"2023-11","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","1297010","","","","0"
"2023-12","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","826726","","","","0"
"2024-01","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","1088274","","","","0"
"2024-02","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","902878","","","","0"
"2024-03","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","927776","","","","0"
"2024-04","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","704857","","","","0"
"2024-05","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","675985","","","","0"
"2024-06","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","880744","","","","0"
"2024-07","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","871577","","","","0"
"2024-08","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","577673","","","","0"
"2024-09","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","1253806","","","","0"
"2024-10","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","1128700","","","","0"
"2024-11","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","958611","","","","0"
"2024-12","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","977831","","","","0"
"2025-01","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","1358864","","","","0"
"2025-02","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","896727","","","","0"
"2025-03","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","1083720","","","","0"
"2025-04","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","1159684","","","","0"
"2025-05","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","821428","","","","0"
"2025-06","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","1050352","","","","0"
"2025-07","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","879777","","","","0"
"2025-08","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","469015","","","","0"
"2025-09","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","1407324","","","","0"
"2025-10","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","1408899","","","","0"
"2025-11","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","1395938","","","","0"
"2025-12","Saskatchewan","2016A000247","Wheat, excluding durum","Tonnes","288","units","0","v40106","5.3","992474","","","","0"


